province,year,month,Distrito,GrupoAlvo_OutrosAntígenos_2016_2019,GrupoAlvo_BCG_2016_2019,TotalBCG_0_11_meses,Total IPV (0-11 meses),Total PCV 1ª Dose  (0-11 meses),Total PCV 3ª Dose  (0-11 meses),Total Penta 1ª Dose  (0-11 meses),Total Penta 3ª Dose  (0-11 meses),Total Polio 1 (0-11 meses),Total Polio 3 (0-11 meses),Rota1,Rota2,Total Sarampo MR1 (0-11 meses),Cob BCG,Cob IPV,Cob PCV 1,Cob PCV 3,Cob Penta 1,Cob Penta 3,Cob Pólio 1,Cob Pólio 3,Cob Rota 1,Cob Rota 2,Cob MR 1,date,Rota1_lag2,Rota2_lag1,completion_rate,completion_rate_pct_change,vaccine_drop_flag,rota_data_missing,weather_data_missing,cyclone_exposure,cyclone_lag1,cyclone_lag2,cyclone_lag3,cyclone_lag4,tp_lag1,tp_lag2,temperature_avg_lag1,temperature_avg_lag2,rh_lag1,rh_lag2
gaza,2017,1,Chokwé,689.0,707.0,576.0,650.0,565.0,649.0,564.0,650.0,564.0,650.0,564.0,680.0,589.0,0.8147100424328148,0.9433962264150944,0.8200290275761973,0.941944847605225,0.818577648766328,0.9433962264150944,0.818577648766328,0.9433962264150944,0.818577648766328,0.9869375907111756,0.8548621190130624,2017-01-01,86.0,69.0,7.906976744186046,77.6113919784294,0.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Chongoene,0.0,0.0,348.0,416.0,371.0,416.0,371.0,416.0,371.0,416.0,371.0,418.0,313.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2017-01-01,60.0,680.0,6.966666666666667,-0.1189215686274509,1.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Cidade De Xai-Xai,430.0,441.0,407.0,464.0,422.0,464.0,422.0,464.0,422.0,464.0,422.0,392.0,413.0,0.9229024943310656,1.0790697674418606,0.9813953488372092,1.0790697674418606,0.9813953488372092,1.0790697674418606,0.9813953488372092,1.0790697674418606,0.9813953488372092,0.9116279069767442,0.9604651162790696,2017-01-01,564.0,418.0,0.6950354609929078,-0.900234144355085,1.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Distrito De Xai-Xai (Extinto),0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2017-01-01,371.0,392.0,,,0.0,1.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Guijá,322.0,330.0,330.0,339.0,316.0,343.0,316.0,343.0,316.0,343.0,316.0,357.0,319.0,1.0,1.0527950310559009,0.9813664596273292,1.065217391304348,0.9813664596273292,1.065217391304348,0.9813664596273292,1.065217391304348,0.9813664596273292,1.108695652173913,0.9906832298136646,2017-01-01,422.0,,0.8459715639810427,,0.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Limpopo,860.0,882.0,479.0,575.0,459.0,571.0,459.0,571.0,453.0,575.0,459.0,600.0,505.0,0.5430839002267573,0.6686046511627907,0.5337209302325582,0.663953488372093,0.5337209302325582,0.663953488372093,0.5267441860465116,0.6686046511627907,0.5337209302325582,0.6976744186046512,0.5872093023255814,2017-01-01,,357.0,,,0.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Mabalane,132.0,135.0,96.0,99.0,115.0,99.0,115.0,99.0,115.0,99.0,114.0,97.0,102.0,0.7111111111111111,0.75,0.8712121212121212,0.75,0.8712121212121212,0.75,0.8712121212121212,0.75,0.8636363636363636,0.7348484848484849,0.7727272727272727,2017-01-01,316.0,600.0,0.3069620253164557,,0.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Mandlakazi,606.0,621.0,443.0,478.0,494.0,478.0,494.0,478.0,494.0,478.0,494.0,492.0,429.0,0.7133655394524959,0.7887788778877888,0.8151815181518152,0.7887788778877888,0.8151815181518152,0.7887788778877888,0.8151815181518152,0.7887788778877888,0.8151815181518152,0.8118811881188119,0.7079207920792079,2017-01-01,459.0,97.0,1.0718954248366013,2.4919479819419172,0.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Mapai,0.0,0.0,56.0,62.0,60.0,61.0,60.0,62.0,60.0,61.0,60.0,64.0,68.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2017-01-01,114.0,492.0,0.5614035087719298,-0.4762516046213093,1.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
gaza,2017,1,Massangena,61.0,63.0,68.0,29.0,36.0,29.0,36.0,29.0,36.0,29.0,36.0,25.0,34.0,1.0793650793650793,0.4754098360655737,0.5901639344262295,0.4754098360655737,0.5901639344262295,0.4754098360655737,0.5901639344262295,0.4754098360655737,0.5901639344262295,0.4098360655737705,0.5573770491803278,2017-01-01,494.0,64.0,0.0506072874493927,-0.9098557692307692,1.0,0.0,0,0,0,0,0,0,583.8702525943518,583.8702525943518,26.738439941406273,26.738439941406273,86.08473510742188,86.08473510742188
