province,year,month,tp,temperature_avg,rh,weather_data_missing
manica,2017,2,488.55381086468697,23.31848297119143,83.08004760742188,0
manica,2017,3,331.59333281219006,21.635232543945335,83.75418090820312,0
manica,2017,9,35.811733338050544,23.098474121093773,71.73671340942383,0
manica,2017,10,186.30877346731722,23.0946228027344,68.242529296875,0
manica,2017,11,347.30036556720734,22.104451751709007,73.48464775085449,0
manica,2017,12,441.3912780582905,22.841207122802757,83.19804382324219,0
manica,2018,1,560.5197788190708,23.306695556640648,82.61967595418294,0
manica,2018,2,1092.6090776920319,23.08225021362307,83.85608291625977,0
manica,2018,3,95.68972140550613,23.187707519531273,85.44724782307942,0
manica,2018,9,35.36353353410959,23.759187316894554,58.35139083862305,0
manica,2018,10,66.54343655100092,21.75933532714846,71.9544448852539,0
manica,2018,11,265.55430702865124,23.91813430786135,72.74890899658203,0
manica,2018,12,409.00995023548603,24.365200805664085,81.0846450805664,0
manica,2019,1,731.704868376255,24.337117767334007,83.34494209289551,0
manica,2019,2,306.62802141159773,23.561597442626976,82.76841926574707,0
manica,2019,3,1493.8096590340137,22.741487121582054,85.13336563110352,0
manica,2019,9,0.4415090079419315,21.892312622070335,71.08415985107422,0
manica,2019,10,42.52133262343705,21.09860763549807,69.6070909500122,0
manica,2019,11,390.9281501546502,22.01052627563479,69.22616195678711,0
manica,2019,12,357.3293015360832,22.414709472656273,82.88371276855469,0
manica,2020,1,499.5994146556768,25.40245056152346,86.14890594482422,0
manica,2020,2,722.5910499691963,24.62650070190432,82.92276191711426,0
manica,2020,3,73.00283457152545,23.12323913574221,85.32904052734375,0
manica,2020,9,24.89045145921409,23.063104248046898,66.1129035949707,0
manica,2020,10,139.53343033790588,23.805169677734398,70.14123153686523,0
manica,2020,11,185.68467674776912,25.739050292968773,67.01518859863282,0
manica,2020,12,915.2388796210289,25.27723083496096,75.09550285339355,0
manica,2021,1,1511.526383459568,24.64208984375002,80.85297088623047,0
manica,2021,2,793.7127724289894,25.409909820556663,77.91926956176758,0
manica,2021,3,172.5944932550192,23.73085174560549,86.82493209838867,0
manica,2021,9,44.01931259781122,21.83875427246096,69.18132019042969,0
manica,2021,10,64.2637051641941,24.203748321533226,69.03071212768555,0
manica,2021,11,143.38643325027078,25.94330749511721,66.09941864013672,0
manica,2021,12,261.0726454295218,25.873105621337913,66.67646503448486,0
manica,2022,1,4.586340393871069,24.264443969726585,72.94163513183594,0
maputo cidade,2017,1,289.98579550534487,25.937136840820337,81.57514801025391,0
maputo cidade,2017,2,145.46652045100927,26.69796524047854,83.27073097229004,0
maputo cidade,2017,3,43.86726627126336,25.705377197265648,79.95764668782552,0
maputo cidade,2017,9,27.037744410336018,24.16303405761721,69.89103444417317,0
maputo cidade,2017,10,47.824792796745896,24.19649353027346,74.02437744140624,0
maputo cidade,2017,11,109.39790681004524,24.04864654541018,73.35881805419922,0
maputo cidade,2017,12,98.01366413012147,25.88899383544924,79.26876449584961,0
maputo cidade,2018,1,87.02677860856056,26.10510660807294,80.16175842285156,0
maputo cidade,2018,2,132.40186357870698,25.956357574462913,84.0296802520752,0
maputo cidade,2018,3,160.62232106924057,26.259357706705753,77.69432322184245,0
maputo cidade,2018,9,3.8558454252779484,24.532769775390648,66.19872538248698,0
maputo cidade,2018,10,66.41098453837913,22.883068847656272,72.57655334472656,0
maputo cidade,2018,11,36.532865386107005,25.388318634033226,69.62715911865234,0
maputo cidade,2018,12,23.52038986282423,27.738088989257836,76.29912414550782,0
maputo cidade,2019,1,115.58438651263714,26.93832168579104,82.45287704467773,0
maputo cidade,2019,2,105.49924988299608,26.597280120849632,81.31298637390137,0
maputo cidade,2019,3,57.82430386170745,27.61752090454104,83.72515106201172,0
maputo cidade,2019,9,5.308811436407268,22.855991617838566,68.60265350341797,0
maputo cidade,2019,10,70.81671035848558,24.533147430419945,71.03884506225586,0
maputo cidade,2019,11,101.25139961019158,26.246377563476585,79.03861045837402,0
maputo cidade,2019,12,106.10130557324737,27.285131835937523,74.42203826904297,0
maputo cidade,2020,1,103.85550512000918,27.280426025390646,81.64190673828125,0
maputo cidade,2020,2,216.36777510866523,26.724824523925804,80.46818733215332,0
maputo cidade,2020,3,27.4905716360081,25.19140777587893,77.00627517700195,0
maputo cidade,2020,9,16.221789875999093,24.101195271809917,72.8709233601888,0
maputo cidade,2020,10,66.32875325158238,23.51825103759768,77.19546699523926,0
maputo cidade,2020,11,38.71038509532809,27.19609069824221,70.81122436523438,0
maputo cidade,2020,12,120.66971883177757,26.7947822570801,79.69851303100586,0
maputo cidade,2021,1,182.6784743461758,27.62360534667971,83.31814193725586,0
maputo cidade,2021,2,271.21156081557274,26.305413818359398,84.9550552368164,0
maputo cidade,2021,3,42.88825369440019,25.781934356689476,78.27202224731445,0
maputo cidade,2021,9,11.452712817117572,22.49507039388023,66.62826156616211,0
maputo cidade,2021,10,98.4379118308425,24.45239410400393,71.98668193817139,0
maputo cidade,2021,11,77.46137725189328,24.73999938964846,75.76798706054687,0
maputo cidade,2021,12,98.76875160261989,26.907884216308616,77.93300247192383,0
maputo cidade,2022,1,19.163496792316437,24.901162719726585,88.3511734008789,0
maputo provincia,2017,1,326.6430841758847,26.08005065917971,81.7329605102539,0
maputo provincia,2017,2,132.40721728652716,26.648824310302757,83.38031196594238,0
maputo provincia,2017,3,46.5163195040077,25.831292724609398,80.39178721110027,0
maputo provincia,2017,9,24.454247788526118,24.87671305338544,68.57247924804688,0
maputo provincia,2017,10,42.75948042050004,24.653616333007836,73.33992919921874,0
maputo provincia,2017,11,109.82603649608791,24.65356597900393,72.42681503295898,0
maputo provincia,2017,12,99.77970272302628,26.240247344970726,78.5660400390625,0
maputo provincia,2018,1,113.95481554791331,26.343672688802105,79.01472727457683,0
maputo provincia,2018,2,132.41926301270723,26.08155212402346,83.78578186035156,0
maputo provincia,2018,3,113.89728914946318,26.753045654296898,76.91996765136719,0
maputo provincia,2018,9,3.1066179362824187,25.019993082682316,65.29076385498047,0
maputo provincia,2018,10,61.848723751609214,23.461172485351586,72.03970870971679,0
maputo provincia,2018,11,40.71649725665338,26.03120574951174,68.57848358154297,0
maputo provincia,2018,12,27.50066015869379,28.386621093750023,74.41975555419921,0
maputo provincia,2019,1,125.36849267780781,26.958440399169945,82.73360061645508,0
maputo provincia,2019,2,138.36357276886702,26.65787277221682,80.7159595489502,0
maputo provincia,2019,3,47.91978374123573,27.491845703125023,83.10126876831055,0
maputo provincia,2019,9,5.138897540746257,23.657774861653667,67.42525227864583,0
maputo provincia,2019,10,65.86378230713308,25.032491302490257,69.7396240234375,0
maputo provincia,2019,11,81.89055696129799,27.095540618896507,78.20590591430664,0
maputo provincia,2019,12,93.9169964985922,27.938000488281272,73.69364624023437,0
maputo provincia,2020,1,116.5992736350745,27.618371582031273,81.11822052001953,0
maputo provincia,2020,2,237.24755621515214,26.905034637451195,79.98239707946777,0
maputo provincia,2020,3,33.98908139206469,25.058557128906273,76.25450325012207,0
maputo provincia,2020,9,11.858795303851366,24.667199707031273,72.46668243408203,0
maputo provincia,2020,10,57.34000285156071,23.94349822998049,76.58889198303223,0
maputo provincia,2020,11,45.475235441699624,27.787857055664084,69.75841445922852,0
maputo provincia,2020,12,123.13488079234958,26.992513275146507,78.95741081237793,0
maputo provincia,2021,1,212.17795659322292,27.654797363281272,81.41978302001954,0
maputo provincia,2021,2,277.30040717869997,26.332280731201195,85.02086448669434,0
maputo provincia,2021,3,37.51005348749459,25.73726043701174,78.04779624938965,0
maputo provincia,2021,9,9.972901432774961,23.18921305338544,65.5120023091634,0
maputo provincia,2021,10,79.27919365465641,25.374036407470726,71.6903429031372,0
maputo provincia,2021,11,81.90439338795841,25.44465942382815,74.98467559814453,0
maputo provincia,2021,12,103.32761984318495,27.011067962646507,77.56016540527344,0
maputo provincia,2022,1,13.262167572975159,24.784875488281273,89.05519104003906,0
niassa,2017,1,342.7835926413536,22.12353515625002,86.65072479248047,0
niassa,2017,2,283.3551298826933,21.69153747558596,86.33123207092285,0
niassa,2017,3,108.97379135712981,20.606540934244816,83.90411376953125,0
niassa,2017,9,1.9600324479824849,21.93646647135419,44.08638000488281,0
niassa,2017,10,13.148941376130097,23.328726196289086,50.025393676757815,0
niassa,2017,11,122.73683096282184,23.81537780761721,67.29251956939697,0
niassa,2017,12,208.73074978590012,22.423116302490257,84.65003967285156,0
niassa,2018,1,1.7272367840632796,21.820611572265648,76.64215850830078,0
sofala,2017,1,458.2997430115938,27.678631591796897,88.89985961914063,0
sofala,2017,2,319.25249844789505,28.085157012939476,88.86527633666992,0
sofala,2017,3,220.31433880329132,26.17262166341148,86.76044464111328,0
sofala,2017,9,20.38701341371052,24.211877441406273,72.2400614420573,0
sofala,2017,10,105.2999016828835,27.097686767578146,73.44674835205078,0
sofala,2017,11,210.71352437138557,25.904344177246116,79.32497787475586,0
sofala,2017,12,473.9117715507746,26.523530578613304,82.8478889465332,0
sofala,2018,1,271.2296936879284,26.73230641682945,83.35285059611003,0
sofala,2018,2,544.4421730935574,26.840867614746116,90.63937950134277,0
sofala,2018,3,124.22993732616305,27.111856079101585,85.61770884195964,0
sofala,2018,9,21.474730543559417,26.656849161783878,56.92264938354492,0
sofala,2018,10,83.63920031115413,25.304116821289085,75.55452728271484,0
sofala,2018,11,170.6633074209094,27.26204071044924,75.8414192199707,0
sofala,2018,12,156.95244073867798,28.42392501831057,81.02716827392578,0
sofala,2019,1,600.536547601223,27.891458129882835,87.72282409667969,0
sofala,2019,2,229.647571220994,27.407579040527366,81.36982727050781,0
sofala,2019,3,999.3676841259003,26.624124145507835,87.6517448425293,0
sofala,2019,9,29.379081446677446,25.064304606119816,62.66689427693685,0
sofala,2019,10,93.32028962671757,28.31837615966799,70.87786293029785,0
sofala,2019,11,157.97460498288274,29.136376953125023,79.8017349243164,0
sofala,2019,12,325.796190649271,28.51133728027346,79.01867980957032,0
sofala,2020,1,510.8192405314185,28.24499511718752,87.71882629394531,0
sofala,2020,2,253.41280177235603,27.86274871826174,86.08679008483887,0
sofala,2020,3,116.72026570886374,26.62234268188479,82.74103736877441,0
sofala,2020,9,13.736282475292683,25.810871378580753,64.50244140625,0
sofala,2020,10,58.82505467161536,26.492856597900413,77.00019073486328,0
sofala,2020,11,89.3159369006753,28.62337341308596,72.26368789672851,0
sofala,2020,12,795.0266264379025,28.095239257812523,85.62811470031738,0
sofala,2021,1,813.5964721441269,28.124501800537132,86.31132125854492,0
sofala,2021,2,814.9209916591644,28.24123916625979,82.34635925292969,0
sofala,2021,3,148.10415357351303,26.96426925659182,84.11114501953125,0
sofala,2021,9,29.03010044246912,24.242796834309917,69.04257202148438,0
sofala,2021,10,94.35320366173983,26.74665985107424,71.99188804626465,0
sofala,2021,11,60.50863812561147,28.464627075195335,72.25250701904297,0
sofala,2021,12,278.0731697566807,29.106790161132835,77.81527455647786,0
sofala,2022,1,1.0331209050491452,28.143350219726585,88.09610748291016,0
tete,2017,1,1463.0364626646042,27.3310729980469,83.15242919921874,0
tete,2017,2,611.4899963140488,27.17347869873049,82.7715892791748,0
tete,2017,3,348.46165403723717,25.676868693033878,81.60872650146484,0
tete,2017,9,5.516187067314604,28.51471354166669,51.97117360432943,0
tete,2017,10,34.18751549907029,29.716687011718772,49.49388656616211,0
tete,2017,11,235.96382467076182,30.286565399169945,62.83487129211426,0
tete,2017,12,561.1245054751635,28.353170013427757,72.34071254730225,0
tete,2018,1,244.51304512638217,28.962945556640648,61.64530944824219,0
tete,2018,2,653.7945680320263,28.825208282470726,79.71645736694336,0
tete,2018,3,190.52719697356224,28.884235636393253,72.84901682535808,0
tete,2018,9,7.449461293617787,29.496825154622417,40.75851567586263,0
tete,2018,10,14.580500836018473,28.623388671875023,51.90935745239258,0
tete,2018,11,483.9621274732053,29.492105102539085,61.12214660644531,0
tete,2018,12,590.7511226832867,28.30261230468752,76.59105072021484,0
tete,2019,1,1151.0675251483917,27.507405853271507,79.7053394317627,0
tete,2019,2,427.067662589252,27.138661956787132,74.40655899047852,0
tete,2019,3,542.7363179624081,27.137448883056663,75.53109550476074,0
tete,2019,9,10.734021190728527,26.77918395996096,43.33881378173828,0
tete,2019,10,28.281996841542423,30.381270345052105,55.596598307291664,0
tete,2019,11,149.8976699076593,32.44263610839846,56.02863438924154,0
tete,2019,12,525.949627161026,30.11949157714846,67.6181037902832,0
tete,2020,1,1042.1927561983466,26.964803314209007,81.47183609008789,0
tete,2020,2,720.8089530467987,27.483029937744163,81.63839912414551,0
tete,2020,3,36.02044703438878,27.817746734619163,66.34417915344238,0
tete,2020,9,3.086549462750554,28.67511393229169,43.573097229003906,0
tete,2020,10,16.69037903775461,29.565259552001976,51.99044132232666,0
tete,2020,11,15.970585402101278,30.69360504150393,50.766414642333984,0
tete,2020,12,587.6498557627201,29.679467773437523,76.52755069732666,0
tete,2021,1,1010.8066610991955,28.593569946289087,76.63775787353515,0
tete,2021,2,433.17028880119324,29.157815551757835,75.32546424865723,0
tete,2021,3,350.5086749792099,28.669057464599632,71.15868377685547,0
tete,2021,9,15.47889830544591,27.918974812825542,51.58904902140299,0
tete,2021,10,21.838862914592028,30.31722793579104,50.97124195098877,0
tete,2021,11,208.11474660877138,31.452456665039087,50.70563659667969,0
tete,2021,12,152.81350910663605,29.648736572265648,74.88532257080078,0
zambezia,2017,1,791.8999493122101,28.59155273437502,85.63944549560547,0
zambezia,2017,2,559.9310994148254,28.192067718505882,86.66033554077148,0
zambezia,2017,3,439.49413672089577,26.937865193684917,88.56652069091797,0
zambezia,2017,9,25.66505316644907,25.945464070638042,70.66441345214844,0
zambezia,2017,10,60.39174541365355,28.6527770996094,66.63440628051758,0
zambezia,2017,11,329.5838013291359,28.892236328125023,78.94507598876953,0
zambezia,2017,12,928.1456135213375,27.01596603393557,85.0499095916748,0
zambezia,2018,1,491.1279461812228,26.95757700602216,84.55298614501953,0
zambezia,2018,2,546.1078584194183,27.742219543457054,86.9495677947998,0
zambezia,2018,3,154.7020822763443,27.352110799153667,86.40470377604167,0
zambezia,2018,9,52.49140737578273,27.204934692382835,59.8875617980957,0
zambezia,2018,10,98.26251538470387,26.66535339355471,75.03970031738281,0
zambezia,2018,11,179.97781187295914,27.798493957519554,73.14602279663086,0
zambezia,2018,12,482.3071267455816,27.987676239013695,83.13724708557129,0
zambezia,2019,1,1082.960084080696,27.919622039794945,85.69964218139648,0
zambezia,2019,2,263.75481858849525,27.674878692626976,82.81643676757812,0
zambezia,2019,3,1840.8063128590584,27.39529190063479,88.92832565307617,0
zambezia,2019,9,48.27968202880584,25.90296325683596,62.59760538736979,0
zambezia,2019,10,153.23707842435397,30.185132598876976,67.19272708892822,0
zambezia,2019,11,224.05378008261323,30.886628723144554,72.14069080352783,0
zambezia,2019,12,710.9526172280312,28.296145629882837,82.46856231689453,0
zambezia,2020,1,1194.5990044623613,27.617707824707054,90.16829299926758,0
zambezia,2020,2,405.258446931839,28.313916778564476,86.14344024658203,0
zambezia,2020,3,214.3847392871976,26.479974365234398,84.38265609741211,0
zambezia,2020,9,22.812637500464916,27.01263834635419,60.23219299316406,0
zambezia,2020,10,28.802443062886596,26.897180175781273,76.39889526367188,0
zambezia,2020,11,64.16597927454859,29.420117950439476,65.7904167175293,0
zambezia,2020,12,302.30122804641724,29.579761759440128,83.50452423095703,0
zambezia,2021,1,951.0720111429691,29.648545837402366,81.80629920959473,0
zambezia,2021,2,422.6252809166908,29.252950286865257,80.03455352783203,0
zambezia,2021,3,615.548986941576,26.89340744018557,89.62996292114258,0
zambezia,2021,9,52.01077205128968,26.345198567708355,65.88644790649414,0
zambezia,2021,10,76.36614982038736,28.00348815917971,67.51390266418457,0
zambezia,2021,11,281.306276563555,30.14216918945315,67.69673309326171,0
zambezia,2021,12,156.7130982875824,29.95655212402346,82.67391204833984,0
